LB1.CP--++1.N.-1.1-1.2-5	veritatem(QL)	meditabitur(QL)	guttur(QL)	meum(QL)	,	et(QL)	labia(QL)	mea(QL)	detestabuntur(QL)	impium(QL)	.	
LB1.CP--++1.N.-1.3-1.3-2	prov.(QR)	8-7(QR)	.	
LB1.CP--++1.N.-2.1-1.5-1	multitudinis(QS)	usus(QS)	,	quem(QS)	in(QS)	rebus(QS)	nominandis(QS)	sequendum(QS)	philosophus(QR)	censet(QR)	,	communiter	obtinuit	ut	sapientes	dicantur	qui	res	directe	ordinant	et	eas	bene	gubernant	.	
LB1.CP--++1.N.-2.5-2.7-4	unde	inter	alia	quae	homines	de	sapiente	concipiunt	,	a(QR)	philosopho(QR)	ponitur(QR)	quod(QR)	sapientis(QL)	est(QL)	ordinare(QL)	.	
LB1.CP--++1.N.-3.1-1.7-1	quia	vero	praedicti	artifices	,	singularium	quarundam	rerum	fines	pertractantes	,	ad	finem	universalem	omnium	non	pertingunt	,	dicuntur	quidem	sapientes	huius	vel	illius	rei	,	secundum(QR)	quem(QR)	modum(QR)	dicitur(QR)	1	cor.(QR)	3-10(QR)	,	ut(QL)	sapiens(QL)	architectus(QL)	,	fundamentum(QL)	posui(QL)	;	
LB1.CP--++1.N.-3.11-2.12-5	unde(QR)	secundum(QR)	philosophum(QR)	,	sapientis(QS)	est(QS)	causas(QS)	altissimas(QS)	considerare(QS)	.	
LB1.CP--++1.N.-4.10-1.12-5	et	ideo	ad	veritatis	manifestationem	divina	sapientia	carne	induta	se	venisse	in	mundum	testatur	,	dicens(QR)	,	ioan.(QR)	18-37(QR)	:	
LB1.CP--++1.N.-4.13-1.14-4	ego(QL)	in(QL)	hoc(QL)	natus(QL)	sum(QL)	,	et(QL)	ad(QL)	hoc(QL)	veni(QL)	in(QL)	mundum(QL)	,	ut(QL)	testimonium(QL)	perhibeam(QL)	veritati(QL)	.	
LB1.CP--++1.N.-5.1-1.2-4	sed(QS)	et(QS)	primam(QS)	philosophiam(QS)	philosophus(QR)	determinat(QR)	esse(QS)	scientiam(QS)	veritatis(QS)	;	
LB1.CP--++1.N.-7.1-1.3-3	convenienter(QR)	ergo(QR)	ex(QR)	ore(QR)	sapientiae(QR)	duplex(QR)	sapientis(QR)	officium(QR)	in(QR)	verbis(QR)	propositis(QR)	demonstratur(QR)	:	
LB1.CP--++1.N.-7.3-4.6-5	scilicet(QS)	veritatem(QS)	divinam(QS)	,	quae(QS)	antonomastice(QS)	est(QS)	veritas(QS)	,	meditatam(QS)	eloqui(QS)	,	quod(QR)	tangit(QR)	cum(QR)	dicit(QR)	,	veritatem(QL)	meditabitur(QL)	guttur(QL)	meum(QL)	;	
LB1.CP--++1.N.-7.6-6.13-1	et(QS)	errorem(QS)	contra(QS)	veritatem(QS)	impugnare(QS)	,	quod(QR)	tangit(QR)	cum(QR)	dicit(QR)	,	et(QL)	labia(QL)	mea(QL)	detestabuntur(QL)	impium(QL)	,	per(QS)	quod(QS)	falsitas(QS)	contra(QS)	divinam(QS)	veritatem(QS)	designatur(QS)	,	quae(QS)	religioni(QS)	contraria(QS)	est(QS)	,	quae(QS)	etiam(QS)	pietas(QS)	nominatur(QS)	,	unde(QS)	et(QS)	falsitas(QS)	contraria(QS)	ei(QS)	impietatis(QS)	sibi(QS)	nomen(QS)	assumit(QS)	.	
LB1.CP--++2.N.-1.4-1.8-4	perfectius	quidem	,	quia	inquantum	homo	sapientiae	studium	dat	,	intantum	verae	beatitudinis	iam	aliquam	partem	habet	unde(QR)	sapiens(QR)	dicit(QR)	,	beatus(QL)	vir(QL)	qui(QL)	in(QL)	sapientia(QL)	morabitur(QL)	,	eccli.(QR)	14-22(QR)	.	
LB1.CP--++2.N.-1.9-1.12-1	sublimius	autem	est	quia	per	ipsum	homo	praecipue	ad	divinam	similitudinem	accedit	,	quae	omnia(QS)	in(QS)	sapientia(QS)	fecit	:	
LB1.CP--++2.N.-1.14-3.17-4	propter(QR)	quod(QR)	sap.(QR)	7-14(QR)	dicitur(QR)	quod(QR)	sapientia(QL)	infinitus(QL)	thesaurus(QL)	est(QL)	hominibus(QL)	,	quo(QL)	qui(QL)	usi(QL)	sunt(QL)	,	facti(QL)	sunt(QL)	participes(QL)	amicitiae(QL)	dei(QL)	.	
LB1.CP--++2.N.-1.20-1.21-5	concupiscentia(QL)	enim(QL)	sapientiae(QL)	deducet(QL)	ad(QL)	regnum(QL)	perpetuum(QL)	,	sap.(QR)	6-21(QR)	.	
LB1.CP--++2.N.-1.22-1.25-2	iucundius	autem	est	quia	non(QL)	habet(QL)	amaritudinem(QL)	conversatio(QL)	illius(QL)	nec(QL)	taedium(QL)	convictus(QL)	illius(QL)	,	sed(QL)	laetitiam(QL)	et(QL)	gaudium(QL)	,	sap.(QR)	8-16(QR)	.	
LB1.CP--++2.N.-2.6-4.10-2	ut(QR)	enim(QR)	verbis(QR)	hilarii(QR)	utar(QR)	,	ego(QL)	hoc(QL)	vel(QL)	praecipuum(QL)	vitae(QL)	meae(QL)	officium(QL)	debere(QL)	me(QL)	deo(QL)	conscius(QL)	sum(QL)	,	ut(QL)	eum(QL)	omnis(QL)	sermo(QL)	meus(QL)	et(QL)	sensus(QL)	loquatur(QL)	.	
LB1.CP--++2.N.-3.6-2.10-6	hoc(QR)	enim(QR)	modo(QR)	usi(QR)	sunt(QR)	antiqui(QR)	doctores(QR)	in(QR)	destructionem(QR)	errorum(QR)	gentilium(QR)	quorum(QR)	positiones(QR)	scire(QR)	poterant(QR)	quia(QR)	et	ipsi	gentiles	fuerant	,	vel	saltem	inter	gentiles	conversati	et	in	eorum	doctrinis	eruditi	.	
LB1.CP--++2.N.-4.1-1.6-4	secundo	,	quia	quidam(QR)	eorum(QR)	,	ut(QR)	mahumetistae(QR)	et(QR)	pagani(QR)	,	non(QR)	conveniunt(QR)	nobiscum(QR)	in(QR)	auctoritate(QR)	alicuius(QR)	scripturae(QR)	,	per(QR)	quam(QR)	possint(QR)	convinci(QR)	,	sicut	contra	iudaeos	disputare	possumus	per	vetus	testamentum	,	contra	haereticos	per	novum	.	
LB1.CP--++3.N.-1.2-4.8-2	disciplinati(QL)	autem(QL)	hominis(QL)	est(QL)	tantum(QL)	de(QL)	unoquoque(QL)	fidem(QL)	capere(QL)	tentare(QL)	,	quantum(QL)	natura(QL)	rei(QL)	permittit(QL)	,	ut(QR)	a(QR)	philosopho(QR)	,	optime(QR)	dictum(QR)	boetius(QR)	introducit(QR)	,	necesse	est	prius	ostendere	quis	modus	sit	possibilis	ad	veritatem	propositam	manifestandam	.	
LB1.CP--++3.N.-2.10-1.12-1	quae(QR)	etiam(QR)	philosophi(QR)	demonstrative(QR)	de(QR)	deo(QR)	probaverunt(QR)	,	ducti(QR)	naturalis(QR)	lumine(QR)	rationis(QR)	.	
LB1.CP--++3.N.-4.1-1.5-5	cum	enim	principium	totius	scientiae	quam	de	aliqua	re	ratio	percipit	,	sit	intellectus	substantiae	ipsius	,	eo(QR)	quod(QR)	,	secundum(QR)	doctrinam(QR)	philosophi(QR)	demonstrationis(QS)	principium(QS)	est(QS)	quod(QS)	quid(QS)	est(QS)	;	
LB1.CP--++3.N.-7.1-1.5-3	huic(QR)	etiam(QR)	consonat(QR)	dictum(QR)	philosophi(QR)	,	qui(QR)	in(QR)	ii(QR)	metaphys.(QR)	asserit(QR)	quod(QR)	intellectus(QL)	noster(QL)	se(QL)	habet(QL)	ad(QL)	prima(QL)	entium(QL)	,	quae(QL)	sunt(QL)	manifestissima(QL)	in(QL)	natura(QL)	,	sicut(QL)	oculus(QL)	vespertilionis(QL)	ad(QL)	solem(QL)	.	
LB1.CP--++3.N.-7.6-1.7-1	huic(QR)	etiam(QR)	veritati(QR)	sacra(QR)	scriptura(QR)	testimonium(QR)	perhibet(QR)	.	
LB1.CP--++3.N.-7.7-2.7-5	dicitur(QR)	enim(QR)	iob(QR)	11-7(QR)	:	
LB1.CP--++3.N.-7.8-1.9-4	forsitan(QL)	vestigia(QL)	dei(QL)	comprehendes(QL)	,	et(QL)	omnipotentem(QL)	usque(QL)	ad(QL)	perfectum(QL)	reperies(QL)	?	
LB1.CP--++3.N.-7.9-5.9-6	et(QR)	36-26(QR)	:	
LB1.CP--++3.N.-7.10-1.10-6	ecce(QL)	,	deus(QL)	magnus(QL)	,	vincens(QL)	scientiam(QL)	nostram(QL)	.	
LB1.CP--++3.N.-7.11-1.11-4	et(QR)	1	cor.(QR)	13-9(QR)	:	
LB1.CP--++3.N.-7.11-5.11-7	ex(QL)	parte(QL)	cognoscimus(QL)	.	
LB1.CP--++3.N.-8.1-1.4-5	non	igitur	omne(QS)	quod(QS)	de(QS)	deo(QS)	dicitur(QS)	,	quamvis(QS)	ratione(QS)	investigari(QS)	non(QS)	possit(QS)	,	statim(QS)	quasi(QS)	falsum(QS)	abiiciendum(QS)	est(QS)	,	ut(QR)	manichaei(QR)	et(QR)	plures(QR)	infidelium(QR)	putaverunt(QR)	.	
LB1.CP--++4.N.-2.3-3.5-4	ne(QR)	forte(QR)	alicui(QR)	videatur(QR)	,	ex(QS)	quo(QS)	ratione(QS)	haberi(QS)	potest(QS)	,	frustra(QS)	id(QS)	supernaturali(QS)	inspiratione(QS)	credendum(QS)	traditum(QS)	esse(QS)	.	
LB1.CP--++4.N.-4.11-1.15-8	tum	etiam	propter	hoc	quod	tempore	iuventutis	,	dum	diversis	motibus	passionum	anima	fluctuat	,	non	est	apta	ad	tam	altae	veritatis	cognitionem	,	sed	in(QL)	quiescendo(QL)	fit(QL)	prudens(QL)	et(QL)	sciens(QL)	,	ut(QR)	dicitur(QR)	in(QR)	vii(QR)	physic.(QR)	.	
LB1.CP--++4.N.-7.1-1.1-6	hinc(QR)	est(QR)	quod(QR)	ephes.(QR)	4-17(QR)	dicitur(QR)	:	
LB1.CP--++4.N.-7.2-1.4-1	iam(QL)	non(QL)	ambuletis(QL)	sicut(QL)	et(QL)	gentes(QL)	ambulant(QL)	in(QL)	vanitate(QL)	sensus(QL)	sui(QL)	,	tenebris(QL)	obscuratum(QL)	habentes(QL)	intellectum(QL)	.	
LB1.CP--++4.N.-7.4-2.4-4	et(QR)	isaiae(QR)	54-13(QR)	:	
LB1.CP--++4.N.-7.4-5.5-6	ponam(QL)	universos(QL)	filios(QL)	tuos(QL)	doctos(QL)	a(QL)	domino(QL)	.	
LB1.CP--++5.N.-1.1-1.5-3	videtur(QR)	autem(QR)	quibusdam(QR)	fortasse(QR)	non(QS)	debere(QS)	homini(QS)	ad(QS)	credendum(QS)	proponi(QS)	illa(QS)	quae(QS)	ratio(QS)	investigare(QS)	non(QS)	sufficit(QS)	cum(QS)	divina(QS)	sapientia(QS)	unicuique(QS)	secundum(QS)	modum(QS)	suae(QS)	naturae(QS)	provideat(QS)	.	
LB1.CP--++5.N.-2.21-1.27-2	secundum	etiam	hunc	modum	philosophis(QR)	cura(QR)	fuit(QR)	,	ad(QR)	hoc(QR)	ut(QR)	homines(QR)	a(QR)	sensibilium(QR)	delectationibus(QR)	ad(QR)	honestatem(QR)	perducerent(QR)	,	ostendere(QR)	esse(QS)	alia(QS)	bona(QS)	his(QS)	sensibilibus(QS)	potiora(QS)	,	quorum(QS)	gustu(QS)	multo(QS)	suavius(QS)	qui(QS)	vacant(QS)	activis(QS)	vel(QS)	contemplativis(QS)	virtutibus(QS)	delectantur(QS)	.	
LB1.CP--++5.N.-5.1-1.2-5	apparet(QR)	etiam(QR)	alia(QR)	utilitas(QR)	ex(QR)	dictis(QR)	philosophi(QR)	in(QR)	x(QR)	ethicor.(QR)	.	
LB1.CP--++5.N.-5.2-6.7-1	cum(QS)	enim(QS)	simonides(QS)	quidam(QS)	homini(QS)	praetermittendam(QS)	divinam(QS)	cognitionem(QS)	persuaderet(QS)	et(QS)	humanis(QS)	rebus(QS)	ingenium(QS)	applicandum(QS)	,	oportere(QS)	inquiens(QS)	humana(QS)	sapere(QS)	hominem(QS)	et(QS)	mortalia(QS)	mortalem(QS)	;	
LB1.CP--++5.N.-5.7-2.9-4	contra(QR)	eum(QR)	philosophus(QR)	dicit(QR)	quod(QR)	homo(QL)	debet(QL)	se(QL)	ad(QL)	immortalia(QL)	et(QL)	divina(QL)	trahere(QL)	quantum(QL)	potest(QL)	.	
LB1.CP--++5.N.-5.10-1.15-1	unde(QR)	in(QR)	xi(QR)	de(QR)	animal.(QR)	dicit(QR)	,	quod(QR)	,	quamvis(QS)	parum(QS)	sit(QS)	quod(QS)	de(QS)	substantiis(QS)	superioribus(QS)	percipimus(QS)	,	tamen(QS)	illud(QS)	modicum(QS)	est(QS)	magis(QS)	amatum(QS)	et(QS)	desideratum(QS)	omni(QS)	cognitione(QS)	quam(QS)	de(QS)	substantiis(QS)	inferioribus(QS)	habemus(QS)	.	
LB1.CP--++5.N.-5.16-1.19-6	dicit(QR)	etiam(QR)	in(QR)	ii(QR)	cael.(QR)	et(QR)	mund.(QR)	quod(QR)	cum(QS)	de(QS)	corporibus(QS)	caelestibus(QS)	quaestiones(QS)	possint(QS)	solvi(QS)	parva(QS)	et(QS)	topica(QS)	solutione(QS)	,	contingit(QS)	auditori(QS)	ut(QS)	vehemens(QS)	sit(QS)	gaudium(QS)	eius(QS)	.	
LB1.CP--++5.N.-7.1-1.1-5	et(QR)	ideo(QR)	dicitur(QR)	eccli.(QR)	3-25(QR)	:	
LB1.CP--++5.N.-7.2-1.2-7	plurima(QL)	supra(QL)	sensum(QL)	hominis(QL)	ostensa(QL)	sunt(QL)	tibi(QL)	.	
LB1.CP--++5.N.-7.3-1.4-4	et(QR)	1	cor.(QR)	2-11(QR)	quae(QL)	sunt(QL)	dei(QL)	nemo(QL)	novit(QL)	nisi(QL)	spiritus(QL)	dei(QL)	;	
LB1.CP--++5.N.-7.4-5.5-4	nobis(QL)	autem(QL)	revelavit(QL)	deus(QL)	per(QL)	spiritum(QL)	suum(QL)	.	
LB1.CP--++6.N.-1.1-1.5-1	huiusmodi(QS)	autem(QS)	veritati(QS)	,	cui(QS)	ratio(QS)	humana(QS)	experimentum(QS)	non(QS)	praebet(QS)	,	fidem(QS)	adhibentes(QS)	non(QS)	leviter(QS)	credunt(QS)	,	quasi(QS)	indoctas(QS)	fabulas(QS)	secuti(QS)	,	ut(QR)	2	petr.(QR)	1-16(QR)	,	dicitur(QR)	.	
LB1.CP--++6.N.-5.1-1.6-5	huius(QR)	quidem(QR)	confirmationis(QR)	modus(QR)	tangitur(QR)	hebr.(QR)	2-3(QR)	quae(QL)	,	scilicet(QS)	humana(QS)	salus(QS)	,	cum(QL)	initium(QL)	accepisset(QL)	enarrari(QL)	per(QL)	dominum(QL)	,	ab(QL)	eis(QL)	qui(QL)	audierunt(QL)	in(QL)	nos(QL)	confirmata(QL)	est(QL)	,	contestante(QL)	deo(QL)	signis(QL)	et(QL)	portentis(QL)	et(QL)	variis(QL)	spiritus(QL)	sancti(QL)	distributionibus(QL)	.	
LB1.CP--++6.N.-7.1-1.2-3	hi(QR)	vero(QR)	qui(QR)	sectas(QR)	errorum(QR)	introduxerunt(QR)	processerunt(QR)	via(QR)	contraria(QR)	:	
LB1.CP--++6.N.-7.3-1.6-1	ut(QR)	patet(QR)	in(QR)	mahumeto(QR)	qui(QR)	carnalium	voluptatum	promissis	,	ad	quorum	desiderium	carnalis	concupiscentia	instigat	,	populus	illexit	.	
